"Survey ID",Country,"Survey date",Age,Gender,State/Province,"Did you receive aid?","Did you need aid?","Aid type: Cash/vouchers","Aid type: Food","Aid type: Water/sanitation","Aid type: Shelter","Aid type: Medical","Aid type: Household items","Aid type: Children's Education","Aid type: Seeds/tools","Aid type: Protection","Aid provider: Local authorities","Aid provider: National NGO","Aid provider: International NGO","Aid provider: Red Cross/Crescent Society","Aid provider: UN agency","Aid provider: ICRC","Aid provider: Religious group","Aid provider: Military group","Aid provider: Local business","Aid provider: DONT KNOW","Did aid cover basic needs?","Difficulty receiving aid: Too far away","Difficulty receiving aid: Unsafe for people to reach","Difficulty receiving aid:  Local officials took it","Difficulty receiving aid: Military took it","No difficulty receiving aid","IDK if any difficulty","Does aid reach where it is needed most?","Main access obstacle: Unsafe for aidworkers","Main access obstacle: Poor roads","Main access obstacle:Government restrictions","Main access obstacle: Other military restrictions","Main access obstacle: Most affected areas not prioritized","No access obstacles","Aid provider type most able to reach people in need: government","Aid provider type most able to reach people in need: National NGOs","Aid provider type most able to reach people in need: INGOs","Aid provider type most able to reach people in need: Red Cross/Crescent","Aid provider type most able to reach people in need: UN agencies","Aid provider type most able to reach people in need: ICRC","Aid provider type most able to reach people in need: Religious groups","Aid provider type most able to reach people in need:  Military groups","Aid provider type most able to reach people in need:  Local businesses","IDK who's most able to reach people in need","Most present government provider","Most present government provider2","Most present INGO","Most present INGO2","Most present national NGO","Most present national NGO2","Most present UN aid provider","Most present UN aid provider2","To improve reach: Work through local businesses?","To  improve reach: Work with local [church/mosque]?","To improve reach: Work with the local authorities","To improve reach: Negotiate with armed groups","To improve reach: Consult more with our community","What would improve reach: Be more respectful of our customs","Other potential aid providers: Local businesses [vouchers]","Other potential aid providers: Local councils","Other potential aid providers: Government","Other potential aid providers: Military","Other potential aid providers: Religious group","Other potential aid providers: Truckingtransport company","Other potential aid providers: other ","Change in aid presence","Why is aid presence changing?"
UPS6642561032968041839,Palestine,"February 4-February 17, 2024",51,FEMALE,"GAZA GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,"Not at all",No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,"Ministry of Social Development ","I don't know","I don't know",,"I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,No,"DONT KNOW",N/A
UPS-6660028457694582033,Palestine,"February 4-February 17, 2024",29,FEMALE,"DEIR AL-BALAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,"Mostly yes",No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,"Ministry of Labor","Ministry of Social Development??","World Bank","Save the Children","don't know","The Palestinian Fund for Employment PFESP",UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"DONT KNOW",N/A
UPS667855832609164208,Palestine,"February 4-February 17, 2024",30,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not really",No,No,Yes,No,No,No,"Not at all",Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,"Ministry of Social Development ",None,CHF,"Turkish Humanitarian Relief Foundation-iHH","amer Institute for Community Education","MA'AN Development Center",UNRWA,,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,"Neutral/stayed the same",N/A
UPS6717350817975294156,Palestine,"February 4-February 17, 2024",48,FEMALE,"DEIR AL-BALAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,No,No,"Not really",No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,None,,None,,None,,None,,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,"Neutral/stayed the same",N/A
UPS-6765666159206707573,Palestine,"February 4-February 17, 2024",50,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,"Not really",Yes,Yes,No,No,No,No,"DON'T KNOW",Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,"Ministry of Social Development ","I don't know","ARD El Ensan","Palestinian Medical Relief Society","I don't know",,"I don't know",,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Increased,"In areas close to the army, we could not obtain it; in Rafah, the situation of providing aid is better than what happened in Khan Younis."
UPS6784392280189097075,Palestine,"February 4-February 17, 2024",28,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Not really",No,Yes,No,No,No,No,"Mostly yes",No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,No,Reduced,"The aid does not come in full, it comes incomplete... an increase in the number of displaced people."
UPS6796503942756070586,Palestine,"February 4-February 17, 2024",48,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not at all",Yes,Yes,Yes,Yes,No,No,"Not at all",No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,"Ministry of Social Development ","I don't know","I don't know",,"Palestinian Orphan Home ","I don't know","I don't know",,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Increased,"Due to the conditions of war, famine, and the great need for aid."
UPS-6807812590024441485,Palestine,"February 4-February 17, 2024",40,FEMALE,"RAFAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,No,Yes,No,No,No,"Mostly yes",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know","Al-Rahma Charitable Society",UNRWA,,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,"Neutral/stayed the same",N/A
UPS-6844100714731165432,Palestine,"February 4-February 17, 2024",24,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Not really",Yes,No,No,No,No,No,"Not at all",No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,No,"Neutral/stayed the same",N/A
UPS-6844429613272771200,Palestine,"February 4-February 17, 2024",55,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not at all",No,No,Yes,Yes,No,No,"Not at all",No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,"Ministry of Social Development ","I don't know","I don't know",,"I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,No,"Reduced a lot","Due to favoritism and nepotism... the war and the large number of displaced people."
UPS6847674127494023112,Palestine,"February 4-February 17, 2024",24,FEMALE,"RAFAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,No,Yes,No,No,No,"Not really",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Jordan,Qatar,"I don't know","I don't know","I don't know",,"I don't know",,No,No,No,No,No,No,No,No,No,No,No,No,No,"Neutral/stayed the same",N/A
UPS-6875643715346588679,Palestine,"February 4-February 17, 2024",32,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not at all",Yes,Yes,Yes,No,No,No,"Mostly yes",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"Palestine Red Crescent Society","I don't know",UNRWA,,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,"Neutral/stayed the same",N/A
UPS-6908678559977699491,Palestine,"February 4-February 17, 2024",41,FEMALE,"RAFAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,"Mostly yes",No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,"Ministry of Social Development ","I don't know",Oxfam,"I don't know","I don't know",,UNRWA,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Increased,"Fear of an impending invasion, which has increased the presence of aid providers in the area."
UPS6910892725734932940,Palestine,"February 4-February 17, 2024",60,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not at all",No,No,Yes,No,No,No,"Mostly yes",No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,None,,None,,None,,UNRWA,WFP,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Neutral/stayed the same",N/A
UPS6942317216328221677,Palestine,"February 4-February 17, 2024",74,FEMALE,"DEIR AL-BALAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not at all",No,Yes,Yes,Yes,No,No,"Not at all",Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,"I don't know",,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Reduced,"Theft of aid by individuals, and it is provided only to the locals of the area. There is a lot of bias in providing aid to many people, especially those living in tents and schools of shelter."
UPS694316015012153916,Palestine,"February 4-February 17, 2024",38,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"Not really",No,No,No,No,No,Yes,"Not really",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"Red Crescent Society of the United Arab Emirates","I don't know","Palestine Red Crescent Society","I don't know",UNRWA,UNICEF,No,No,No,No,No,No,No,No,No,No,No,No,No,"Neutral/stayed the same",N/A
UPS6970367643587422786,Palestine,"February 4-February 17, 2024",22,FEMALE,"RAFAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,"DON'T KNOW",No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,"Ministry of Social Development ","I don't know"," European Union","The Egyptian Red Crescent","I don't know",,"I don't know",,No,No,No,No,Yes,No,No,No,No,No,No,No,No,"DONT KNOW",N/A
UPS7028065319721915948,Palestine,"February 4-February 17, 2024",59,FEMALE,"RAFAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,"Yes - very much",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,No,"DONT KNOW",N/A
UPS7042758235858714529,Palestine,"February 4-February 17, 2024",36,FEMALE,"GAZA GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,"DON'T KNOW",No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,None,,None,,None,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,"DONT KNOW",N/A
UPS-7043895048247368479,Palestine,"February 4-February 17, 2024",25,FEMALE,"DEIR AL-BALAH GOVERNORATE",YES,YES,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,"Not really",No,No,Yes,No,No,No,"Mostly yes",No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,None,,GIZ,"I don't know","I don't know",,UNRWA,WFP,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Increased,"The number of displaced people in the area is very large."
UPS-7063723625489244190,Palestine,"February 4-February 17, 2024",21,FEMALE,"DEIR AL-BALAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not at all",Yes,No,Yes,Yes,No,No,"DON'T KNOW",No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,None,,None,,None,,None,,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,"Neutral/stayed the same",N/A
UPS7085083590618257713,Palestine,"February 4-February 17, 2024",63,FEMALE,"RAFAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,"DON'T KNOW",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,"I don't know",,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,"DONT KNOW",N/A
UPS7086911729179745051,Palestine,"February 4-February 17, 2024",47,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Not at all",Yes,No,No,No,No,No,"Not at all",No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"I don't know",,"I don't know",,"Mayasem Association for Culture and Arts","I don't know","I don't know",,No,No,No,No,No,Yes,No,No,No,No,No,No,No,"Neutral/stayed the same",N/A
UPS-7096372874540927031,Palestine,"February 4-February 17, 2024",59,FEMALE,"GAZA GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,"Not at all",No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Ministry of Social Development ","I don't know","I don't know",,None,,"I don't know",,No,No,No,No,No,No,No,No,Yes,No,No,No,No,"Reduced a lot","No aid enters the area... favoritism and nepotism."
UPS-712168157080929888,Palestine,"February 4-February 17, 2024",66,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"Not at all",No,No,No,No,Yes,No,"DON'T KNOW",No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,"I don't know",,"I don't know",,"I don't know",,UNICEF,,No,No,No,No,No,No,No,No,No,No,No,No,No,"DONT KNOW",N/A
UPS7171271928358243487,Palestine,"February 4-February 17, 2024",35,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"Not at all",Yes,No,No,No,No,No,"DON'T KNOW",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,None,,"I don't know",,"I don't know",,"I don't know",,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,"DONT KNOW",N/A
UPS7175474538423009454,Palestine,"February 4-February 17, 2024",28,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not at all",No,No,No,No,No,Yes,"Mostly yes",No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"I don't know",,None,,None,,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,No,Increased,"More trucks enter."
UPS7184525899086374469,Palestine,"February 4-February 17, 2024",51,FEMALE,"RAFAH GOVERNORATE",NO,NO,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,"DON'T KNOW",No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,"DONT KNOW",N/A
UPS-719378880670670147,Palestine,"February 4-February 17, 2024",48,FEMALE,"NORTH GAZA GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,No,Yes,Yes,Yes,No,No,"Not at all",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,None,,None,,None,,None,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Reduced a lot","Each one distributes to his acquaintances and relatives. Nepotism."
UPS-7211222991412815469,Palestine,"February 4-February 17, 2024",30,FEMALE,"RAFAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,Yes,No,No,"Not really",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,None,,None,,None,,UNRWA,,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,"Increased a lot","I don't know"
UPS7211307300497402037,Palestine,"February 4-February 17, 2024",52,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Not at all",Yes,No,No,No,No,No,"DON'T KNOW",No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"I don't know",,"I don't know",,"Palestine Red Crescent Society","I don't know","I don't know",,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"DONT KNOW",N/A
UPS-7237116689976814381,Palestine,"February 4-February 17, 2024",30,FEMALE,"RAFAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,No,Yes,Yes,No,No,No,"Mostly yes",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"Al-Kair Foundation","I don't know","El Salah Association","AWDA Health & Community Association",UNRWA,,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,"Neutral/stayed the same",N/A
UPS7295642616712560661,Palestine,"February 4-February 17, 2024",22,FEMALE,"DEIR AL-BALAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,"Not really",No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,No,"DONT KNOW",N/A
UPS7334781093691102220,Palestine,"February 4-February 17, 2024",42,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not at all",No,Yes,Yes,Yes,No,No,"Not at all",No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Qatar,,"I don't know",,"I don't know",,"I don't know",,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Reduced,"There are tents and displaced people in other areas than ours."
UPS-7373509269544502889,Palestine,"February 4-February 17, 2024",29,FEMALE,"DEIR AL-BALAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not at all",No,No,Yes,Yes,No,No,"Not at all",Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,"I don't know",,"I don't know",,"I don't know",,"I don't know",,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,"Reduced a lot","No aid reaches our area; they are sold at very high prices, even the money is stolen by outlaws. There needs to be more communication and oversight with people."
UPS-740017858188509238,Palestine,"February 4-February 17, 2024",36,FEMALE,"RAFAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,No,No,Yes,Yes,No,No,"Not at all",No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,"I don't know",,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,"Increased a lot","Due to the large number of displaced people, it is distributed to relatives, and there are many cases of favoritism and nepotism, depriving the majority of these aids that arrive."
UPS7406154560021002760,Palestine,"February 4-February 17, 2024",42,FEMALE,"RAFAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,Neutral,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"Neutral/stayed the same",N/A
UPS-7411281987424858918,Palestine,"February 4-February 17, 2024",48,FEMALE,"RAFAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,No,Yes,No,No,No,"DON'T KNOW",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,None,,None,,None,,None,,No,No,No,No,No,No,No,No,No,No,No,No,No,"DONT KNOW",N/A
UPS-7414427821244590020,Palestine,"February 4-February 17, 2024",42,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Mostly yes",No,No,Yes,No,No,No,"Not really",No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,None,,None,,None,,UNRWA,,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,"Neutral/stayed the same",N/A
UPS7503028780515243912,Palestine,"February 4-February 17, 2024",37,FEMALE,"DEIR AL-BALAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,No,Yes,No,No,No,"DON'T KNOW",No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Reduced a lot","Due to the state of war and the Israeli forces preventing the entry of aid."
UPS7509769735389883436,Palestine,"February 4-February 17, 2024",32,FEMALE,"DEIR AL-BALAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,No,No,"Yes - very much",No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"I don't know",,"International Committee of the??Red Cross??(ICRC)","I don't know","I don't know",,UNRWA,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,"Reduced a lot","Increased population... theft of aids... random distribution that does not cover everyone."
UPS7509925599693816766,Palestine,"February 4-February 17, 2024",34,FEMALE,"GAZA GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,Yes,No,No,"Not at all",No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,None,,None,,None,,UNRWA,,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,"Reduced a lot","Due to their presence in the north of the Gaza Strip."
UPS7511088729486554000,Palestine,"February 4-February 17, 2024",38,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"Not at all",Yes,Yes,Yes,No,No,No,"Not at all",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"I don't know",,"I don't know",,"I don't know",,"I don't know",,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Reduced,"The government sells aid to traders / unethical behavior of support and aid providers."
UPS7533328632049754298,Palestine,"February 4-February 17, 2024",38,FEMALE,"RAFAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,"DON'T KNOW",Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,"Neutral/stayed the same",N/A
UPS-7557959127672150568,Palestine,"February 4-February 17, 2024",22,FEMALE,"DEIR AL-BALAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,"DON'T KNOW",No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,No,Increased,"Because the number of displaced people has become greater."
UPS-7582229866632783474,Palestine,"February 4-February 17, 2024",45,FEMALE,"RAFAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,"Mostly yes",No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"I don't know",,CHF,"I don't know","I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,No,Reduced,"Due to the large number of people and displaced."
UPS-7587348961472235558,Palestine,"February 4-February 17, 2024",20,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not at all",Yes,Yes,Yes,Yes,No,No,"Not really",No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,None,,None,,None,,None,,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,"DONT KNOW",N/A
UPS7629496082625931425,Palestine,"February 4-February 17, 2024",60,FEMALE,"RAFAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,"DON'T KNOW",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Ministry of Social Development ","I don't know",None,,"I don't know",,"I don't know",,No,No,No,No,No,No,No,No,No,No,No,No,No,"DONT KNOW",N/A
UPS7630701227024139712,Palestine,"February 4-February 17, 2024",55,FEMALE,"NORTH GAZA GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,Yes,No,No,"Not at all",No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,"Reduced a lot","The Israeli government prevents the arrival of aid."
UPS7636522672571916080,Palestine,"February 4-February 17, 2024",50,FEMALE,"DEIR AL-BALAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Not at all",No,No,No,No,Yes,No,"Mostly yes",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,None,,None,,None,,None,,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,"DONT KNOW",N/A
UPS-7699548963427259983,Palestine,"February 4-February 17, 2024",21,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Mostly yes",No,No,No,No,Yes,No,"DON'T KNOW",No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,"I don't know",,"I don't know",,"Islamic Society ","Beit Lahia Development Association","I don't know",,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Reduced,"Increase in population and displaced people... distribution of aid to more than one shelter center."
UPS7701683733311756099,Palestine,"February 4-February 17, 2024",37,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not really",No,No,Yes,No,No,No,"Mostly yes",No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,None,,CHF,None,"Rowad Association for Community Development","MA'AN Development Center",UNRWA,,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Increased,"Before the war, in the crisis we were in, no one needed help, everyone was working, we used to receive flour and oil every 3 months, and it was enough for us."
UPS7721093206483576954,Palestine,"February 4-February 17, 2024",52,FEMALE,"RAFAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,No,Yes,No,No,No,"Yes - very much",No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,None,,None,,None,,None,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,"Reduced a lot","Because the aid is seized before it reaches the displaced, even though we register our names, we don't get anything."
UPS-7721418913454048716,Palestine,"February 4-February 17, 2024",42,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not at all",No,Yes,Yes,No,No,No,"Not really",Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,None,,None,,None,,None,,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,"Neutral/stayed the same",N/A
